Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Rate,Min
135,popB,64,56,98,78,1.116,78
136,popB,64,56,83,100,1.116,78
137,popB,65,55,71,78,1.116,78
138,popB,65,55,115,100,1.116,78
139,popB,65,55,29,78,1.116,78
140,popB,66,54,27,78,1.116,78
141,popB,66,54,88,100,1.116,78
142,popB,67,53,105,78,1.116,78
143,popB,67,53,17,78,1.116,78
144,popB,67,53,71,78,1.116,78
145,popB,67,53,78,100,1.116,78
146,popB,66,54,42,100,1.116,78
147,popB,67,53,115,78,1.116,78
148,popB,67,53,59,78,1.116,78
149,popB,67,53,71,78,1.116,78
150,popB,67,53,81,78,1.116,78
151,popB,67,53,29,78,1.116,78
152,popB,68,52,42,78,1.116,78
153,popB,68,52,99,78,1.116,78
154,popB,69,51,70,78,1.115,78
155,popB,69,51,98,78,1.115,78
156,popB,69,51,39,100,1.115,78
157,popB,69,51,49,100,1.115,78
158,popB,70,50,54,78,1.115,78
159,popB,71,49,80,78,1.115,78
160,popB,71,49,38,78,1.115,78
161,popB,70,50,22,100,1.115,78
162,popB,70,50,56,100,1.115,78
163,popB,71,49,5,78,1.115,78
164,popB,70,50,72,100,1.115,78
165,popB,70,50,24,78,1.115,78
166,popB,70,50,69,78,1.115,78
167,popB,70,50,100,100,1.115,78
168,popB,71,49,100,78,1.123,78
169,popB,70,50,7,100,1.123,78
170,popB,70,50,20,100,1.123,78
171,popB,71,49,73,78,1.123,78
172,popB,72,48,22,78,1.122,78
173,popB,72,48,67,78,1.122,78
174,popB,71,49,94,100,1.123,78
175,popB,71,49,2,78,1.123,78
176,popB,70,50,59,100,1.123,78
177,popB,71,49,31,78,1.123,78
178,popB,70,50,23,100,1.123,78
179,popB,70,50,98,78,1.123,78
180,popB,71,49,101,78,1.123,78
181,popB,71,49,23,100,1.123,78
182,popB,71,49,84,100,1.123,78
183,popB,71,49,57,78,1.123,78
184,popB,70,50,101,100,1.123,78
185,popB,70,50,93,100,1.123,78
186,popB,69,51,82,100,1.124,78
187,popB,69,51,59,100,1.124,78
188,popB,68,52,66,100,1.124,78
189,popB,69,51,94,78,1.124,78
190,popB,68,52,116,100,1.124,78
191,popB,68,52,6,100,1.124,78
192,popB,67,53,108,100,1.125,78
193,popB,66,54,68,100,1.125,78
194,popB,67,53,107,78,1.125,78
195,popB,67,53,22,78,1.125,78
196,popB,68,52,62,78,1.124,78
197,popB,68,52,49,100,1.124,78
198,popB,68,52,93,100,1.124,78
199,popB,68,52,49,100,1.124,78
200,popB,68,52,57,78,1.124,78
201,popB,68,52,115,78,1.124,78
202,popB,68,52,50,78,1.124,78
203,popB,68,52,41,100,1.124,78
204,popB,68,52,48,78,1.124,78
205,popB,67,53,58,100,1.125,78
206,popB,68,52,90,78,1.124,78
207,popB,67,53,74,100,1.125,78
208,popB,68,52,59,78,1.124,78
209,popB,67,53,33,100,1.125,78
210,popB,66,54,38,100,1.125,78
211,popB,66,54,18,78,1.125,78
212,popB,65,55,5,100,1.125,78
213,popB,64,56,28,100,1.125,78
214,popB,63,57,61,100,1.126,78
215,popB,63,57,58,100,1.126,78
216,popB,63,57,38,100,1.126,78
217,popB,63,57,42,78,1.126,78
218,popA,63,57,0,0,1.126,78
219,popB,63,57,62,78,1.126,78
220,popB,64,56,119,78,1.126,78
221,popB,64,56,78,100,1.126,78
222,popB,64,56,10,100,1.126,78
223,popB,65,55,61,78,1.125,78
224,popB,65,55,75,78,1.125,78
225,popB,65,55,51,78,1.125,78
226,popB,65,55,103,78,1.125,78
227,popB,66,54,56,78,1.125,78
228,popB,66,54,11,78,1.125,78
229,popB,66,54,71,78,1.125,78
230,popB,65,55,26,100,1.125,78
231,popB,65,55,63,100,1.125,78
232,popB,65,55,3,100,1.125,78
233,popB,65,55,73,78,1.125,78
234,popB,65,55,30,78,1.125,78
235,popB,64,56,80,100,1.126,78
236,popB,63,57,30,100,1.126,78
237,popB,62,58,90,100,1.127,78
238,popB,63,57,12,78,1.126,78
239,popB,62,58,107,100,1.127,78
240,popB,61,59,106,100,1.127,78
241,popB,60,60,24,100,1.127,78
242,popB,60,60,10,100,1.127,78
243,popB,60,60,109,78,1.127,78
244,popB,60,60,55,78,1.127,78
245,popB,60,60,9,100,1.127,78
246,popB,60,60,75,78,1.127,78
247,popB,60,60,0,78,1.127,78
248,popB,60,60,32,78,1.127,78
249,popB,61,59,107,78,1.127,78
250,popB,60,60,14,100,1.127,78
251,popB,61,59,93,78,1.127,78
252,popB,62,58,24,78,1.127,78
253,popB,63,57,3,78,1.127,78
254,popB,63,57,85,78,1.127,78
255,popB,62,58,115,100,1.127,78
256,popB,61,59,48,100,1.127,78
257,popB,61,59,36,100,1.127,78
258,popB,62,58,10,78,1.127,78
259,popB,62,58,47,100,1.127,78
260,popB,62,58,18,78,1.127,78
261,popB,62,58,3,78,1.127,78
262,popB,62,58,25,100,1.127,78
263,popB,63,57,47,78,1.127,78
264,popB,63,57,103,78,1.127,78
265,popB,63,57,44,100,1.127,78
266,popB,62,58,98,100,1.127,78
267,popB,62,58,49,100,1.127,78
268,popB,62,58,110,78,1.127,78
269,popB,62,58,47,78,1.127,78
270,popB,61,59,105,100,1.127,78
271,popB,61,59,29,78,1.127,78
272,popB,62,58,7,78,1.127,78
273,popB,61,59,67,100,1.127,78
274,popB,61,59,106,100,1.127,78
275,popB,60,60,99,100,1.128,78
276,popB,61,59,87,78,1.127,78
277,popB,62,58,74,78,1.127,78
278,popB,62,58,93,78,1.127,78
279,popB,61,59,60,100,1.127,78
280,popB,61,59,36,100,1.127,78
281,popB,60,60,112,100,1.128,78
282,popB,60,60,71,78,1.128,78
283,popB,61,59,8,78,1.127,78
284,popB,61,59,108,100,1.127,78
285,popB,61,59,56,78,1.127,78
286,popB,61,59,24,78,1.127,78
287,popB,60,60,89,100,1.128,78
288,popB,59,61,2,100,1.128,78
289,popB,60,60,116,78,1.127,78
290,popB,60,60,104,78,1.127,78
291,popB,59,61,18,100,1.128,78
292,popB,59,61,52,100,1.128,78
293,popB,60,60,41,78,1.127,78
294,popB,60,60,64,78,1.127,78
295,popB,61,59,90,78,1.127,78
296,popB,60,60,107,100,1.127,78
297,popB,59,61,51,100,1.128,78
298,popB,60,60,37,78,1.127,78
299,popB,60,60,90,78,1.127,78
300,popB,60,60,48,100,1.127,78
301,popB,60,60,116,78,1.127,78
302,popB,60,60,50,78,1.127,78
303,popB,60,60,85,78,1.127,78
304,popB,59,61,70,100,1.127,78
305,popB,60,60,112,78,1.127,78
306,popB,59,61,119,100,1.127,78
307,popB,59,61,56,78,1.127,78
308,popB,59,61,62,78,1.127,78
309,popB,60,60,39,78,1.127,78
310,popB,61,59,105,78,1.127,78
311,popB,60,60,27,100,1.127,78
312,popB,59,61,110,100,1.127,78
313,popB,58,62,12,100,1.128,78
314,popB,58,62,118,100,1.128,78
315,popB,59,61,98,78,1.127,78
316,popB,60,60,51,78,1.127,78
317,popB,59,61,32,100,1.127,78
318,popB,58,62,24,100,1.128,78
319,popB,59,61,5,78,1.128,78
320,popB,60,60,110,78,1.128,78
321,popB,60,60,68,100,1.128,78
322,popB,61,59,82,78,1.127,78
323,popB,60,60,34,100,1.128,78
324,popB,59,61,16,100,1.128,78
325,popB,58,62,104,100,1.131,78
326,popB,58,62,78,100,1.131,78
327,popB,57,63,71,100,1.131,78
328,popB,58,62,4,78,1.131,78
329,popB,59,61,63,78,1.131,78
330,popB,59,61,0,78,1.131,78
331,popB,59,61,78,100,1.131,78
332,popB,59,61,75,78,1.131,78
333,popB,59,61,96,100,1.131,78
334,popB,60,60,70,78,1.127,78
335,popB,59,61,109,100,1.131,78
336,popB,59,61,31,78,1.131,78
337,popB,59,61,56,78,1.131,78
338,popB,59,61,48,100,1.131,78
339,popB,60,60,20,78,1.128,78
340,popB,60,60,93,78,1.128,78
341,popB,60,60,44,100,1.128,78
342,popB,61,59,118,78,1.128,78
343,popB,62,58,96,78,1.138,78
344,popB,62,58,35,78,1.138,78
345,popB,61,59,46,100,1.139,78
346,popB,61,59,44,100,1.139,78
347,popB,62,58,18,78,1.147,78
348,popB,62,58,93,78,1.147,78
349,popB,62,58,51,78,1.147,78
350,popB,62,58,74,78,1.147,78
351,popB,61,59,117,100,1.147,78
352,popB,62,58,119,78,1.147,78
353,popB,63,57,83,78,1.147,78
354,popB,63,57,50,78,1.147,78
355,popB,62,58,98,100,1.147,78
356,popB,62,58,51,78,1.147,78
357,popB,61,59,59,100,1.147,78
358,popB,61,59,82,78,1.147,78
359,popA,61,59,0,0,1.147,78
360,popB,61,59,70,78,1.147,78
361,popB,61,59,32,100,1.147,78
362,popB,62,58,36,78,1.147,78
363,popB,61,59,74,100,1.147,78
364,popB,61,59,5,78,1.147,78
365,popB,62,58,28,78,1.147,78
366,popB,63,57,115,78,1.147,78
367,popB,63,57,2,100,1.147,78
368,popB,62,58,115,100,1.147,78
369,popB,61,59,5,100,1.147,78
370,popB,61,59,38,100,1.147,78
371,popB,62,58,98,78,1.147,78
372,popB,63,57,38,78,1.147,78
373,popB,62,58,55,100,1.147,78
374,popB,62,58,24,100,1.147,78
375,popB,61,59,119,100,1.147,78
376,popB,61,59,36,78,1.147,78
377,popB,61,59,1,100,1.147,78
378,popB,60,60,93,100,1.147,78
379,popB,59,61,31,100,1.147,78
380,popB,59,61,73,78,1.147,78
381,popB,58,62,87,100,1.147,78
382,popB,59,61,88,78,1.147,78
383,popB,59,61,73,78,1.147,78
384,popB,59,61,99,100,1.147,78
385,popB,58,62,10,100,1.147,78
386,popB,58,62,54,78,1.147,78
387,popB,58,62,35,78,1.147,78
388,popB,58,62,24,100,1.147,78
389,popB,59,61,60,78,1.147,78
390,popB,59,61,64,78,1.147,78
391,popB,59,61,115,100,1.147,78
392,popB,60,60,32,78,1.147,78
393,popB,61,59,44,78,1.146,78
394,popB,61,59,10,100,1.146,78
395,popB,60,60,17,100,1.147,78
396,popB,59,61,44,100,1.147,78
397,popB,59,61,25,100,1.147,78
398,popB,59,61,53,100,1.147,78
399,popB,59,61,26,100,1.147,78
400,popB,60,60,114,78,1.147,78
401,popB,60,60,98,78,1.147,78
402,popB,61,59,15,78,1.138,78
403,popB,62,58,55,78,1.137,78
404,popB,63,57,26,78,1.137,78
405,popB,64,56,99,78,1.137,78
406,popB,64,56,17,100,1.137,78
407,popB,64,56,106,100,1.137,78
408,popA,64,56,0,0,1.137,78
409,popB,65,55,101,78,1.137,78
410,popB,66,54,34,78,1.136,78
411,popB,66,54,14,100,1.136,78
412,popB,66,54,26,78,1.136,78
413,popB,66,54,52,100,1.136,78
414,popB,67,53,87,78,1.135,78
415,popB,68,52,117,78,1.135,78
416,popB,68,52,53,100,1.135,78
417,popB,67,53,85,100,1.135,78
418,popB,66,54,61,100,1.136,78
419,popB,67,53,79,78,1.135,78
420,popB,67,53,5,100,1.135,78
421,popB,67,53,51,78,1.135,78
422,popB,66,54,96,100,1.125,78
423,popB,67,53,17,78,1.125,78
424,popB,66,54,83,100,1.125,78
425,popB,65,55,113,100,1.125,78
426,popB,66,54,9,78,1.125,78
427,popB,67,53,10,78,1.125,78
428,popB,67,53,90,78,1.125,78
429,popB,67,53,28,78,1.125,78
430,popB,66,54,114,100,1.125,78
431,popB,66,54,10,78,1.125,78
432,popB,65,55,70,100,1.125,78
433,popB,65,55,115,100,1.125,78
434,popB,65,55,14,100,1.125,78
435,popB,66,54,71,78,1.125,78
436,popB,66,54,47,78,1.125,78
437,popB,66,54,72,100,1.125,78
438,popB,67,53,78,78,1.125,78
439,popB,68,52,5,78,1.125,78
440,popB,69,51,12,78,1.124,78
441,popB,69,51,29,78,1.124,78
442,popB,69,51,119,100,1.124,78
443,popB,70,50,59,78,1.124,78
444,popB,70,50,58,100,1.124,78
445,popB,70,50,11,78,1.124,78
446,popB,69,51,7,100,1.124,78
447,popB,68,52,20,100,1.125,78
448,popB,67,53,60,100,1.125,78
449,popB,68,52,113,78,1.125,78
450,popB,68,52,78,78,1.125,78
451,popB,69,51,60,78,1.124,78
452,popB,68,52,98,100,1.125,78
453,popB,69,51,61,78,1.124,78
454,popB,69,51,28,78,1.124,78
455,popB,70,50,27,78,1.123,78
456,popB,70,50,70,100,1.123,78
457,popB,69,51,92,100,1.124,78
458,popB,69,51,61,78,1.124,78
459,popB,68,52,37,100,1.124,78
460,popB,68,52,3,78,1.124,78
461,popB,69,51,109,78,1.124,78
462,popB,69,51,110,78,1.124,78
463,popB,70,50,44,78,1.123,78
464,popB,69,51,44,100,1.124,78
465,popB,69,51,20,100,1.124,78
466,popB,68,52,101,100,1.125,78
467,popB,68,52,78,78,1.125,78
468,popB,69,51,119,78,1.124,78
469,popB,68,52,113,100,1.125,78
470,popB,68,52,110,78,1.125,78
471,popB,69,51,104,78,1.124,78
472,popB,69,51,113,100,1.124,78
473,popB,70,50,68,78,1.124,78
474,popB,71,49,44,78,1.123,78
475,popB,70,50,36,100,1.124,78
476,popB,70,50,77,78,1.124,78
477,popB,70,50,89,100,1.124,78
478,popB,69,51,28,100,1.124,78
479,popB,69,51,32,78,1.124,78
480,popB,70,50,65,78,1.124,78
481,popB,70,50,33,100,1.124,78
482,popB,70,50,107,100,1.124,78
483,popB,70,50,23,100,1.124,78
484,popB,70,50,59,78,1.124,78
485,popB,70,50,114,100,1.124,78
486,popB,70,50,29,78,1.124,78
487,popB,70,50,100,78,1.124,78
488,popB,71,49,1,78,1.124,78
489,popB,71,49,58,100,1.124,78
490,popB,70,50,103,100,1.124,78
491,popB,70,50,109,78,1.124,78
492,popB,69,51,117,100,1.125,78
493,popB,69,51,22,78,1.125,78
494,popB,69,51,41,78,1.125,78
495,popB,68,52,10,100,1.125,78
496,popB,68,52,107,100,1.125,78
497,popB,67,53,41,100,1.125,78
498,popB,66,54,59,100,1.126,78
499,popB,67,53,7,78,1.126,78
500,popB,68,52,115,78,1.125,78
0,popB,58,62,48,79,1.115,79
1,popB,58,62,6,100,1.115,79
2,popB,57,63,12,100,1.115,79
3,popB,58,62,55,79,1.115,79
4,popB,59,61,34,79,1.114,79
5,popB,59,61,111,100,1.114,79
6,popB,59,61,103,100,1.114,79
7,popB,59,61,40,79,1.114,79
8,popB,59,61,115,79,1.114,79
9,popB,59,61,78,79,1.114,79
10,popB,58,62,80,100,1.115,79
11,popB,59,61,32,79,1.114,79
12,popB,58,62,114,100,1.115,79
13,popB,58,62,45,100,1.115,79
14,popB,58,62,38,100,1.115,79
15,popB,59,61,30,79,1.114,79
16,popB,59,61,96,79,1.114,79
17,popB,58,62,25,100,1.114,79
18,popB,59,61,10,79,1.114,79
19,popB,59,61,72,100,1.114,79
20,popB,59,61,82,79,1.114,79
21,popB,59,61,64,100,1.114,79
22,popB,59,61,107,100,1.114,79
23,popB,59,61,36,100,1.114,79
24,popB,58,62,77,100,1.114,79
25,popB,58,62,68,100,1.114,79
26,popB,58,62,117,79,1.114,79
27,popB,59,61,100,79,1.125,79
28,popB,58,62,85,100,1.125,79
29,popB,59,61,52,79,1.125,79
30,popB,58,62,69,100,1.078,79
31,popB,59,61,105,79,1.079,79
32,popA,59,61,0,0,1.079,79
33,popB,60,60,36,79,1.081,79
34,popB,61,59,27,79,1.078,79
35,popB,61,59,2,100,1.078,79
36,popB,61,59,48,79,1.078,79
37,popB,61,59,83,79,1.078,79
38,popB,61,59,39,79,1.078,79
39,popB,61,59,30,79,1.078,79
40,popB,61,59,5,79,1.078,79
41,popB,61,59,65,100,1.078,79
42,popB,60,60,78,100,1.081,79
43,popB,61,59,86,79,1.078,79
44,popB,61,59,56,79,1.078,79
45,popB,60,60,5,100,1.078,79
46,popB,60,60,102,100,1.078,79
47,popB,60,60,14,100,1.078,79
48,popB,60,60,18,100,1.078,79
49,popB,61,59,68,79,1.084,79
50,popB,61,59,84,79,1.084,79
51,popB,61,59,72,100,1.084,79
52,popB,61,59,106,79,1.084,79
53,popB,60,60,58,100,1.078,79
54,popB,60,60,7,100,1.078,79
55,popB,60,60,37,79,1.078,79
56,popB,59,61,10,100,0.983,79
57,popB,60,60,28,79,1.124,79
58,popB,59,61,106,100,1.125,79
59,popB,59,61,118,79,1.125,79
60,popA,59,61,0,0,1.125,79
61,popB,59,61,3,79,1.125,79
62,popB,60,60,110,79,1.124,79
63,popB,61,59,10,79,1.124,79
64,popB,60,60,57,100,1.124,79
65,popB,60,60,47,79,1.124,79
66,popB,60,60,78,100,1.124,79
67,popB,60,60,112,79,1.124,79
68,popB,59,61,50,100,1.125,79
69,popB,59,61,7,100,1.125,79
70,popB,60,60,70,79,1.124,79
71,popB,59,61,17,100,1.125,79
72,popB,59,61,11,79,1.125,79
73,popB,60,60,17,79,1.124,79
74,popB,60,60,97,79,1.124,79
75,popB,60,60,23,79,1.124,79
76,popB,59,61,34,100,1.125,79
77,popB,59,61,102,100,1.125,79
78,popB,59,61,100,79,1.125,79
79,popB,58,62,30,100,1.125,79
80,popB,57,63,105,100,1.125,79
81,popB,57,63,117,79,1.125,79
82,popB,57,63,112,79,1.125,79
83,popB,58,62,15,79,1.125,79
84,popB,59,61,53,79,1.125,79
85,popB,59,61,114,100,1.125,79
86,popB,58,62,118,100,1.125,79
87,popB,58,62,66,79,1.125,79
88,popB,58,62,44,100,1.125,79
89,popB,58,62,64,100,1.125,79
90,popB,58,62,97,79,1.125,79
91,popB,57,63,3,100,1.125,79
92,popB,56,64,119,100,1.125,79
93,popB,55,65,96,100,1.115,79
94,popB,54,66,15,100,1.115,79
95,popB,54,66,85,100,1.115,79
96,popB,55,65,65,79,1.115,79
97,popB,56,64,85,79,1.115,79
98,popB,55,65,1,100,1.115,79
99,popB,55,65,82,79,1.115,79
100,popB,56,64,14,79,1.114,79
101,popB,56,64,95,100,1.114,79
102,popB,56,64,59,100,1.114,79
103,popB,55,65,48,100,1.115,79
104,popB,54,66,51,100,1.115,79
105,popB,53,67,71,100,1.115,79
106,popB,54,66,35,79,1.115,79
107,popB,55,65,50,79,1.115,79
108,popB,56,64,26,79,1.114,79
109,popB,55,65,23,100,1.115,79
110,popB,56,64,118,79,1.114,79
111,popB,57,63,104,79,1.115,79
112,popB,56,64,37,100,1.083,79
113,popB,55,65,88,100,1.083,79
114,popB,55,65,99,79,1.083,79
115,popB,56,64,25,79,1.083,79
116,popB,55,65,40,100,1.083,79
117,popB,56,64,94,79,1.087,79
118,popB,56,64,94,79,1.087,79
119,popB,57,63,2,79,1.087,79
120,popB,57,63,22,79,1.087,79
121,popB,57,63,33,79,1.087,79
122,popB,58,62,3,79,1.087,79
123,popB,57,63,32,100,1.088,79
124,popB,57,63,114,100,1.088,79
125,popB,58,62,45,79,1.087,79
126,popB,58,62,10,79,1.087,79
127,popB,58,62,81,79,1.087,79
128,popB,58,62,88,100,1.087,79
129,popB,58,62,41,100,1.087,79
130,popB,58,62,66,79,1.087,79
131,popB,59,61,59,79,1.086,79
132,popB,59,61,61,100,1.086,79
133,popB,60,60,107,79,1.086,79
134,popB,59,61,9,100,1.087,79
135,popB,59,61,32,100,1.087,79
136,popB,59,61,96,100,1.087,79
137,popB,60,60,51,79,1.114,79
138,popB,61,59,71,79,1.114,79
139,popB,61,59,0,100,1.114,79
140,popB,60,60,97,100,1.114,79
141,popB,60,60,79,100,1.114,79
142,popB,60,60,44,100,1.114,79
143,popB,60,60,13,79,1.114,79
144,popB,61,59,40,79,1.114,79
145,popA,61,59,0,0,1.114,79
146,popB,60,60,47,100,1.114,79
147,popB,59,61,45,100,1.115,79
148,popB,59,61,30,100,1.115,79
149,popB,60,60,102,79,1.114,79
150,popB,60,60,40,79,1.114,79
151,popB,60,60,61,100,1.114,79
152,popB,59,61,36,100,1.115,79
153,popB,59,61,102,79,1.115,79
154,popB,60,60,88,79,1.114,79
155,popB,60,60,75,100,1.114,79
156,popB,60,60,80,100,1.114,79
157,popB,60,60,37,100,1.114,79
158,popB,60,60,113,100,1.114,79
159,popB,60,60,103,100,1.114,79
160,popB,59,61,94,100,1.115,79
161,popB,59,61,111,100,1.115,79
162,popB,60,60,114,79,1.114,79
163,popB,60,60,80,100,1.114,79
164,popB,61,59,12,79,1.114,79
165,popB,62,58,30,79,1.114,79
166,popB,62,58,18,100,1.114,79
167,popB,62,58,94,100,1.114,79
168,popB,62,58,110,79,1.114,79
169,popA,62,58,0,0,1.114,79
170,popB,61,59,14,100,1.075,79
171,popB,61,59,86,79,1.075,79
172,popA,61,59,0,0,1.075,79
173,popB,61,59,74,79,1.075,79
174,popB,61,59,45,100,1.075,79
175,popB,62,58,20,79,1.073,79
176,popB,62,58,5,100,1.073,79
177,popB,61,59,100,100,1.074,79
178,popB,61,59,102,79,1.074,79
179,popB,61,59,45,100,1.074,79
180,popB,61,59,72,100,1.074,79
181,popB,60,60,59,100,1.076,79
182,popA,60,60,0,0,1.076,79
183,popB,60,60,40,79,1.076,79
184,popB,60,60,114,79,1.076,79
185,popB,60,60,44,100,1.076,79
186,popB,60,60,81,79,1.076,79
187,popB,60,60,119,100,1.076,79
188,popB,59,61,33,100,1.077,79
189,popB,60,60,58,79,1.077,79
190,popB,61,59,44,79,1.074,79
191,popB,61,59,47,100,1.074,79
192,popA,61,59,0,0,1.074,79
193,popA,61,59,0,0,1.074,79
194,popB,61,59,52,79,1.074,79
195,popB,61,59,95,100,1.074,79
196,popB,61,59,46,100,1.074,79
197,popB,61,59,0,100,1.074,79
198,popB,61,59,75,100,1.074,79
199,popB,62,58,87,79,1.072,79
200,popB,62,58,28,79,1.072,79
201,popB,62,58,16,100,1.072,79
202,popB,62,58,29,79,1.072,79
203,popA,62,58,0,0,1.072,79
204,popB,62,58,97,100,1.072,79
205,popA,62,58,0,0,1.072,79
206,popB,61,59,89,100,1.074,79
207,popB,60,60,39,100,1.076,79
208,popB,61,59,21,79,1.074,79
209,popB,61,59,38,100,1.074,79
210,popA,61,59,0,0,1.074,79
211,popB,62,58,59,79,1.073,79
212,popB,63,57,6,79,1.073,79
213,popB,63,57,77,100,1.073,79
214,popB,63,57,33,100,1.073,79
215,popB,64,56,47,79,1.072,79
216,popB,64,56,92,100,1.072,79
217,popB,64,56,70,79,1.072,79
218,popB,63,57,112,100,1.073,79
219,popB,63,57,26,79,1.073,79
220,popA,63,57,0,0,1.073,79
221,popB,63,57,75,100,1.073,79
222,popB,64,56,16,79,1.072,79
223,popB,64,56,53,79,1.072,79
224,popB,64,56,46,100,1.072,79
225,popB,63,57,42,100,1.103,79
226,popB,62,58,76,100,1.081,79
227,popB,62,58,108,100,1.081,79
228,popA,62,58,0,0,1.081,79
229,popB,62,58,80,100,1.081,79
230,popB,62,58,94,100,1.081,79
231,popB,62,58,102,79,1.081,79
232,popB,61,59,70,100,1.013,79
233,popB,60,60,85,100,1.014,79
234,popB,59,61,104,100,1.014,79
235,popB,59,61,9,100,1.014,79
236,popB,58,62,29,100,1.014,79
237,popB,57,63,44,100,1.015,79
238,popA,57,63,0,0,1.015,79
239,popB,57,63,48,100,1.015,79
240,popB,57,63,20,79,1.015,79
241,popB,57,63,92,100,1.015,79
242,popB,57,63,29,100,1.015,79
243,popB,57,63,109,100,1.015,79
244,popB,58,62,60,79,1.014,79
245,popB,58,62,69,100,1.014,79
246,popB,58,62,35,79,1.014,79
247,popB,58,62,46,100,1.014,79
248,popB,58,62,87,79,1.014,79
249,popB,57,63,114,100,1.015,79
250,popB,57,63,41,100,1.015,79
251,popB,57,63,75,100,1.015,79
252,popB,56,64,117,100,1.015,79
253,popB,56,64,88,79,1.015,79
254,popB,56,64,97,100,1.015,79
255,popB,55,65,26,100,1.014,79
256,popB,55,65,19,100,1.014,79
257,popB,55,65,17,79,1.014,79
258,popB,56,64,108,79,1.014,79
259,popB,56,64,23,100,1.014,79
260,popB,55,65,90,100,1.014,79
261,popB,55,65,118,79,1.014,79
262,popB,55,65,89,100,1.014,79
263,popB,55,65,105,100,1.014,79
264,popB,55,65,55,79,1.014,79
265,popA,55,65,0,0,1.014,79
266,popB,55,65,27,79,1.014,79
267,popB,54,66,6,100,1.014,79
268,popB,55,65,80,79,1.014,79
269,popB,56,64,7,79,1.015,79
270,popB,55,65,65,100,1.081,79
271,popB,56,64,5,79,1.081,79
272,popB,57,63,42,79,1.081,79
273,popB,57,63,37,100,1.081,79
274,popB,57,63,64,100,1.081,79
275,popB,58,62,72,79,1.081,79
276,popB,58,62,113,100,1.081,79
277,popA,58,62,0,0,1.081,79
278,popB,59,61,38,79,1.08,79
279,popB,58,62,110,100,1.081,79
280,popB,59,61,44,79,1.08,79
281,popB,59,61,92,100,1.08,79
282,popB,59,61,95,100,1.08,79
283,popB,60,60,70,79,1.104,79
284,popB,60,60,103,100,1.104,79
285,popB,61,59,34,79,1.103,79
286,popB,62,58,95,79,1.103,79
287,popB,62,58,91,79,1.103,79
288,popB,62,58,69,100,1.103,79
289,popB,62,58,115,79,1.103,79
290,popB,63,57,105,79,1.103,79
291,popB,64,56,116,79,1.103,79
292,popA,64,56,0,0,1.103,79
293,popB,63,57,27,100,1.103,79
294,popB,62,58,88,100,1.103,79
295,popB,62,58,36,100,1.103,79
296,popB,62,58,55,79,1.103,79
297,popB,61,59,10,100,1.103,79
298,popB,60,60,74,100,1.104,79
299,popB,60,60,97,100,1.104,79
300,popB,60,60,53,79,1.104,79
301,popB,59,61,101,100,1.105,79
302,popB,60,60,88,79,1.104,79
303,popB,59,61,55,100,1.104,79
304,popB,60,60,48,79,1.104,79
305,popB,59,61,60,100,1.104,79
306,popB,59,61,107,79,1.104,79
307,popB,58,62,115,100,1.105,79
308,popB,59,61,41,79,1.077,79
309,popB,60,60,64,79,1.074,79
310,popB,60,60,77,100,1.074,79
311,popB,59,61,72,100,1.077,79
312,popB,58,62,81,100,1.077,79
313,popB,59,61,100,79,1.077,79
314,popB,59,61,7,79,1.077,79
315,popB,60,60,29,79,1.074,79
316,popB,60,60,41,79,1.074,79
317,popB,59,61,118,100,1.075,79
318,popB,59,61,33,100,1.075,79
319,popB,60,60,6,79,1.075,79
320,popB,60,60,83,79,1.075,79
321,popB,61,59,94,79,1.074,79
322,popB,61,59,74,100,1.074,79
323,popB,62,58,89,79,1.073,79
324,popB,62,58,20,79,1.073,79
325,popB,62,58,44,79,1.073,79
326,popB,62,58,27,100,1.073,79
327,popB,62,58,64,79,1.073,79
328,popB,62,58,18,100,1.073,79
329,popB,62,58,30,79,1.073,79
330,popB,61,59,5,100,1.073,79
331,popB,61,59,7,79,1.073,79
332,popB,61,59,66,79,1.073,79
333,popB,61,59,11,79,1.073,79
334,popB,61,59,80,79,1.073,79
335,popB,61,59,115,100,1.073,79
336,popB,62,58,96,79,1.082,79
337,popB,62,58,13,79,1.082,79
338,popB,63,57,77,79,1.081,79
339,popB,62,58,44,100,1.139,79
340,popB,62,58,20,79,1.139,79
341,popB,61,59,13,100,1.139,79
342,popB,61,59,14,100,1.139,79
343,popB,60,60,42,100,1.14,79
344,popB,60,60,85,100,1.14,79
345,popB,60,60,41,79,1.14,79
346,popB,60,60,35,79,1.14,79
347,popB,61,59,10,79,1.139,79
348,popB,62,58,101,79,1.138,79
349,popB,61,59,7,100,1.139,79
350,popB,61,59,105,79,1.139,79
351,popB,61,59,86,79,1.139,79
352,popB,62,58,109,79,1.138,79
353,popB,63,57,39,79,1.138,79
354,popB,63,57,65,100,1.138,79
355,popB,63,57,116,79,1.138,79
356,popB,63,57,112,100,1.138,79
357,popB,63,57,25,79,1.138,79
358,popB,63,57,86,79,1.138,79
359,popB,64,56,98,79,1.138,79
360,popB,63,57,4,100,1.138,79
361,popB,63,57,59,79,1.138,79
362,popB,63,57,90,100,1.138,79
363,popB,63,57,63,100,1.138,79
364,popB,63,57,102,79,1.138,79
365,popB,63,57,78,100,1.138,79
366,popB,63,57,95,79,1.138,79
367,popB,62,58,49,100,1.138,79
